rank,last_rank,trend,name,city,rating,rating_5yr
1850,802,stable,Morrish S c,arborough,5.6,6.9
1850,2344,declining,St Bernard's,Orillia,5.6,4.4
1850,813,stable,St Malachy,Toronto,5.6,6.9
1850,2461,stable,Foyer-Jeunesse,Hanmer,5.6,4.0
1850,829,stable,V P Carswell,Trenton,5.6,6.9
1850,2515,declining,Saint-François-d'Assise,Welland,5.6,3.8
1850,857,stable,George P Mackie,Scarborough,5.6,6.8
1850,2520,stable,St Joseph B,rampton,5.6,3.8
1850,890,stable,St Jerome M,ississauga,5.6,6.8
1850,n/a,n/a,F H Miller Jr PS,York,5.6,n/a
1850,962,improving,Nor th Shore,Keene,5.6,6.7
1850,n/a,n/a,Irwin Memorial,Dwight,5.6,n/a
1850,n/a,n/a,J.S. Buchanan FI PS,Strathroy,5.6,n/a
1964,1404,stable,St M ichael R,idgetown,5.4,6.1
1850,n/a,n/a,M T Davidson,Callander,5.6,n/a
1964,1469,improving,Toniata,Brockville,5.4,6.1
1921,668,stable,Venerable John Merlini,Toronto,5.5,7.1
1964,1482,improving,Wilshire,Thornhill,5.4,6.0
1921,1054,improving,Terr y Fox,Scarborough,5.5,6.6
1964,1536,stable,Longue Sault Long,Sault,5.4,6.0
1921,1070,stable,G ardiner G,eorgetown,5.5,6.5
1964,1536,stable,St B rigid G,eorgetown,5.4,6.0
1921,1070,improving,St Brigid,Toronto,5.5,6.5
1964,1609,stable,St David,Hamilton,5.4,5.8
1921,1133,stable,St Clare,Woodbridge,5.5,6.5
1964,1631,stable,Westminster,Thornhill,5.4,5.8
1921,1133,improving,St Dominic Savio,Kitchener,5.5,6.5
1964,1635,stable,Father Michael McGivney,Brampton,5.4,5.8
1921,1189,improving,Grand View,Cambridge,5.5,6.4
1964,1662,stable,B elfountain B,elfountain,5.4,5.8
1921,1212,improving,Blessed Kateri Tekakwitha,Hamilton,5.5,6.4
1964,1662,stable,St Margaret Mar y,Hamilton,5.4,5.8
1921,1229,stable,Crosby Heights Richmond,Hill,5.5,6.3
1964,1686,stable,St Leo B,rantford,5.4,5.7
1921,1296,improving,Trillium,Orleans,5.5,6.3
1964,1722,stable,S aint-Jean-B aptiste,Amherstburg,5.4,5.7
1921,1311,stable,St Francis Xavier,Brampton,5.5,6.3
1964,1722,stable,St Dominic Savio,Toronto,5.4,5.7
1921,1332,stable,St Joseph's Ac,ton,5.5,6.2
1964,1731,stable,S usanna Moodie B,elleville,5.4,5.6
1921,1354,stable,St Jean Brebeuf,Brampton,5.5,6.2
1964,1754,stable,B lenheim D,rumbo,5.4,5.6
1921,1370,stable,Holy Cross,Toronto,5.5,6.2
1964,1778,stable,Monsignor Clair B,arrie,5.4,5.6
1921,1421,improving,St Rita,Brampton,5.5,6.1
1964,1783,stable,Nottawa,Collingwood,5.4,5.5
1921,1482,stable,Mar y Shadd S c,arborough,5.5,6.0
1964,1831,stable,Cedar Creek,Ayr,5.4,5.5
1921,1515,improving,St Nicholas,Toronto,5.5,6.0
1964,1871,stable,Memorial Stoney,Creek,5.4,5.4
1921,1572,stable,Harmony Corby,ville,5.5,5.9
1964,1871,stable,S uddaby,Kitchener,5.4,5.4
1921,1631,stable,St George Cr ystal,Beach,5.5,5.8
1964,1876,stable,St G abriel,Toronto,5.4,5.4
1921,1635,stable,Westney Heights,Ajax,5.5,5.8
1964,1882,stable,R ay Lewis,Hamilton,5.4,5.3
1921,1706,stable,Ardtrea/Cumberland B each O,rillia,5.5,5.7
1964,1900,stable,Harris Heights,Ingersoll,5.4,5.3
1921,1763,stable,Holly Meadows B,arrie,5.5,5.6
1964,1925,stable,Ernest Cumberland,Alliston,5.4,5.3
1921,1774,stable,B reslau B,reslau,5.5,5.6
1964,1951,stable,A ssikinack B,arrie,5.4,5.2
1921,1853,stable,Janet Lee Stoney,Creek,5.5,5.4
1964,1962,stable,Billy Green Stoney,Creek,5.4,5.2
1921,1894,stable,Pope John Paul II,Hammond,5.5,5.3
1964,1965,stable,West Lynn S,imcoe,5.4,5.2
1921,1894,stable,St John Brebeuf,Erin,5.5,5.3
1964,1977,stable,St Luc y B,rampton,5.4,5.2
1921,1900,stable,S cott Central S,andford,5.5,5.3
1964,2080,declining,Birchview Dunes Wasaga,Beach,5.4,5.0
1921,1941,stable,St Agnes,Hamilton,5.5,5.3
1964,2081,stable,St Nicholas B,arrie,5.4,5.0
1921,1981,stable,Por t Elgin-Saugeen Central Por t,Elgin,5.5,5.2
1964,2087,stable,Harrow,Harrow,5.4,5.0
1921,2001,stable,Queen Elizabeth Sault Ste.,Marie,5.5,5.2
1964,2092,stable,Maynard,Prescott,5.4,5.0
1921,2029,stable,Wilber force Luc,an,5.5,5.1
1964,2242,stable,St Jean de Brebeuf,Bradford,5.4,4.6
1921,2032,stable,G eorges Vanier B,elleville,5.5,5.1
1964,2251,stable,St Paul,Lakefield,5.4,4.6
1921,2052,stable,St M ichael,Cambridge,5.5,5.1
1964,2300,declining,Tyendinaga,Shannonville,5.4,4.5
1921,2054,stable,R F Downey,Peterborough,5.5,5.0
1964,2311,declining,East Oxford,Woodstock,5.4,4.5
1921,2123,declining,St. Anne's St.,Thomas,5.5,4.9
1964,2408,stable,Queen Elizabeth II Sudbur,y,5.4,4.2
1921,2147,stable,B eau Valley,Oshawa,5.5,4.8
1964,2413,declining,Pavillon de la jeunesse,Hamilton,5.4,4.2
1921,2234,stable,Our Lady Immaculate,Strathroy,5.5,4.6
1964,2420,stable,G ravenhurst G,ravenhurst,5.4,4.2
1921,2262,stable,Q ueen Elizabeth,Leamington,5.5,4.6
1964,2502,stable,Hillcrest,Hamilton,5.4,3.9
1921,2526,stable,Q ueen Vic toria,Lindsay,5.5,3.8
1964,2603,stable,Hess Street,Hamilton,5.4,3.3
1921,n/a,n/a,Our Lady of Lourdes S,Manitouwadge,5.5,n/a
1964,n/a,n/a,Echo Place PS,Brantford,5.4,n/a
1921,n/a,n/a,St Mar y Catholic,Shannonville,5.5,n/a
1964,n/a,n/a,Markstay/Warren,Markstay,5.4,n/a
1921,n/a,n/a,ÉÉC Saint-Joseph Por t,Colborne,5.5,n/a
1964,n/a,n/a,Princess Anne FI,London,5.4,n/a
1964,590,stable,St James St.,Catharines,5.4,7.2
1964,n/a,n/a,Saint-Ambroise St.,Joachim,5.4,n/a
1964,744,improving,St Clare,Orleans,5.4,7.0
1964,n/a,n/a,Shingwàkons,Stittsville,5.4,n/a
1964,1097,improving,Ray Lawson,Brampton,5.4,6.5
1964,n/a,n/a,Smithfield,Brighton,5.4,n/a
1964,1111,improving,Cobden,Cobden,5.4,6.5
2026,668,stable,Anson Park S c,arborough,5.3,7.1
1964,1137,stable,B obc aygeon B obc,aygeon,5.4,6.5
2026,857,stable,Hillcrest,Cambridge,5.3,6.8
1964,1167,stable,Clinton,Clinton,5.4,6.4
2026,921,stable,St Agnes,Waterloo,5.3,6.7
1964,1191,improving,Islington,Etobicoke,5.4,6.4
2026,1054,improving,Tarentorus Sault Ste.,Marie,5.3,6.6
1964,1229,improving,Merrickville,Merrickville,5.4,6.3
2026,1097,stable,St Clare,Toronto,5.3,6.5
1964,1251,stable,St Luke,Toronto,5.4,6.3
2026,1137,stable,St Catherine Metc,alfe,5.3,6.5
1964,1280,improving,St George-German St.,George,5.4,6.3
2026,1191,stable,St Agnes B,rampton,5.3,6.4
1964,1293,stable,Inglewood Heights S c,arborough,5.4,6.3
2026,1229,stable,St Joseph,Cambridge,5.3,6.3
1964,1311,stable,St Denis St.,Catharines,5.4,6.3
2026,1251,stable,S ainte - G eneviève O,ttawa,5.3,6.3
1964,1311,improving,St Timothy,Kitchener,5.4,6.3
2026,1251,stable,St Francis of Assisi,Guelph,5.3,6.3
1964,1354,stable,Good Shepherd East Gwillimbur,y,5.4,6.2
2026,1311,stable,St Columban D,ublin,5.3,6.3
2026,1344,stable,St Paul Sault Ste.,Marie,5.3,6.2
2090,1212,stable,J L Jordan,Brockville,5.2,6.4
2026,1344,stable,Terr y Fox,Newmarket,5.3,6.2
2090,1251,improving,McNaughton Ave,Chatham,5.2,6.3
2026,1372,stable,St Anthony,Harrow,5.3,6.2
2090,1251,stable,Mount Pleasant Mount,Pleasant,5.2,6.3
2026,1513,stable,Regenc y Acres,Aurora,5.3,6.0
2090,1296,stable,Gregor y A Hogan,Sarnia,5.2,6.3
2026,1536,stable,Gosfield Nor th Central,Cottam,5.3,6.0
2090,1311,improving,St Catherine of Siena,Mississauga,5.2,6.3
2026,1557,stable,Casselman - St-Paul/Ste-Euphémie,Casselman,5.3,5.9
2090,1354,stable,Woodcrest Thunder B,ay,5.2,6.2
2026,1557,improving,Mapleview Heights,Barrie,5.3,5.9
2090,1469,improving,Belle River Belle,River,5.2,6.1
2026,1572,stable,St Charles B,radford,5.3,5.9
2090,1469,stable,Rober t J Lee,Brampton,5.2,6.1
2026,1597,stable,B lue Heron,Cambridge,5.3,5.9
2090,1482,stable,Westmount,Peterborough,5.2,6.0
2026,1624,stable,B lessed K ateri Tek akwitha,Toronto,5.3,5.8
2090,1529,improving,James Hillier,Brantford,5.2,6.0
2026,1676,improving,St Maria Goretti,Toronto,5.3,5.7
2090,1572,improving,Sunderland,Sunderland,5.2,5.9
2026,1686,stable,Monsignor J E Ronan,Beeton,5.3,5.7
2090,1586,stable,Ponsonby G,uelph,5.2,5.9
2026,1706,stable,St Peter's,Cornwall,5.3,5.7
2090,1609,stable,Hamlet,Stratford,5.2,5.8
2026,1763,stable,W H Day,Bradford,5.3,5.6
2090,1635,improving,James S Bell,Etobicoke,5.2,5.8
2026,1783,stable,W C Little,Barrie,5.3,5.5
2090,1662,stable,Ayr,Ayr,5.2,5.8
2026,1803,stable,G eneral B rock S c,arborough,5.3,5.5
2090,1686,stable,West Nissouri,Thorndale,5.2,5.7
2026,1811,stable,Ferndale Woods B,arrie,5.3,5.5
2090,1743,stable,Adelaide Mclaughlin,Oshawa,5.2,5.6
2026,1811,stable,Nor th Meadows,Strathroy,5.3,5.5
2090,1763,stable,B loomsburg Water,ford,5.2,5.6
2026,1882,stable,Franklin,Kitchener,5.3,5.3
2090,1783,stable,Valour,Petawawa,5.2,5.5
2026,1906,stable,Notre -Dame,Cornwall,5.3,5.3
2090,1843,stable,St B enedic t O,rangeville,5.2,5.4
2026,1925,stable,Roden,Toronto,5.3,5.3
2090,1876,stable,Roseland,Windsor,5.2,5.4
2026,1925,stable,St Francis S udbur,y,5.3,5.3
2090,1882,stable,St Joseph,Oshawa,5.2,5.3
2026,1959,stable,St Mar y,Toronto,5.3,5.2
2090,1924,stable,B urnham,Cobourg,5.2,5.3
2026,1983,stable,Father F X O'Reilly,Tottenham,5.3,5.2
2090,1925,stable,M iller's G rove M,ississauga,5.2,5.3
2026,2001,stable,Vimy R idge O,ttawa,5.3,5.2
2090,1950,stable,Avalon O,rleans,5.2,5.3
2026,2032,stable,Essex,Essex,5.3,5.1
2090,1965,stable,St. Andre,Toronto,5.2,5.2
2026,2044,stable,Pine View,Pembroke,5.3,5.1
2090,1983,stable,Egremont,Holstein,5.2,5.2
2026,2081,stable,St Alfred M,ississauga,5.3,5.0
2090,2012,stable,S ummers' Corners,Aylmer,5.2,5.1
2026,2109,stable,Jockvale,Nepean,5.3,4.9
2090,2019,stable,Eamer's Corners,Cornwall,5.2,5.1
2026,2159,stable,Margaret D Bennie,Leamington,5.3,4.8
2090,2019,stable,St Joseph,Corunna,5.2,5.1
2026,2188,stable,John Paul II,Gloucester,5.3,4.8
2090,2031,stable,East Mersea,Wheatley,5.2,5.1
2026,2191,stable,Angus Morrison,Angus,5.3,4.8
2090,2054,stable,St John G,uelph,5.2,5.0
2026,2234,stable,Nouvel Horizon Hawkesbur,y,5.3,4.6
2090,2137,stable,Willow Landing B,arrie,5.2,4.9
2026,2277,stable,St Margaret Thunder,Bay,5.3,4.6
2090,2142,stable,St Anne's,London,5.2,4.9
2026,2293,declining,East Ridge Owen,Sound,5.3,4.5
2090,2152,stable,Sir John Moore Community,Corunna,5.2,4.8
2026,2342,stable,S outhside,Woodstock,5.3,4.4
2090,2152,stable,Walter Perr y S c,arborough,5.2,4.8
2026,2348,stable,R idgemount,Hamilton,5.3,4.4
2090,2159,stable,Eagle Heights,London,5.2,4.8
2026,2362,stable,Ionview S c,arborough,5.3,4.3
2090,2167,stable,St Mar tha,Toronto,5.2,4.8
2026,2368,stable,Wilson Avenue,Kitchener,5.3,4.3
2090,2205,stable,Jar vis Jar,vis,5.2,4.7
2026,2385,stable,Maple Leaf,Newmarket,5.3,4.3
2090,2213,stable,B lessed S acrament B ur,ford,5.2,4.7
2026,2468,stable,Joseph B rant S c,arborough,5.3,4.0
2090,2228,stable,Rober ta B ondar O,ttawa,5.2,4.7
2026,2509,stable,W.E . G owling O,ttawa,5.3,3.9
2090,2252,declining,Knob Hill,Scarborough,5.2,4.6
2026,2568,stable,LaMarsh Niagara,Falls,5.3,3.6
2090,2277,stable,Madoc Township,Madoc,5.2,4.6
2026,n/a,n/a,Athol-South Marysburgh Cherry,Valley,5.3,n/a
2090,2285,stable,Cedarland B,rantford,5.2,4.6
2026,n/a,n/a,Dennis Avenue,York,5.3,n/a
2090,2293,stable,St D ominic,Lindsay,5.2,4.5
2026,n/a,n/a,Hillsdale,Oshawa,5.3,n/a
2090,2309,stable,St Elizabeth O,ttawa,5.2,4.5
2026,n/a,n/a,Holy Name Catholic,Kingston,5.3,n/a
2090,2324,stable,Coronation,Windsor,5.2,4.4
2026,n/a,n/a,Keelesdale,York,5.3,n/a
2090,2369,stable,B oston Water,ford,5.2,4.3
2026,n/a,n/a,Mary Immaculate,Chepstow,5.3,n/a
2090,2399,stable,S ullivan Chatswor,th,5.2,4.2
2026,n/a,n/a,Oak Creek,Kitchener,5.3,n/a
2090,2417,stable,Langton,Langton,5.2,4.2
2026,n/a,n/a,Shannen Koostachin,Hamilton,5.3,n/a
2090,2488,stable,The Prince Charles,Napanee,5.2,3.9
2026,n/a,n/a,St Anne Iroquois,Falls,5.3,n/a
2090,2504,stable,Howard Rober tson,Kitchener,5.2,3.9
2090,879,stable,St Mark,Toronto,5.2,6.8
2090,2542,stable,G ateway D rive G,uelph,5.2,3.7
2090,879,stable,S ummit view,Stouffville,5.2,6.8
2090,2657,stable,Nor th Addington,Cloyne,5.2,2.8
2090,994,stable,J.-L.- Couroux Carleton,Place,5.2,6.6
2090,n/a,n/a,Elsie MacGill,Oshawa,5.2,n/a
2090,1070,stable,St John Per,th,5.2,6.5
2090,n/a,n/a,Guildwood Junior,Scarborough,5.2,n/a
2090,1097,improving,Forest Run,Woodbridge,5.2,6.5
2090,n/a,n/a,McDougall,McDougall,5.2,n/a
2090,1137,stable,St J ude M,ississauga,5.2,6.5
2090,n/a,n/a,St Louis,Keewatin,5.2,n/a
2155,1054,improving,St Cornelius Caledon,East,5.1,6.6
2211,1229,stable,St Joseph,Uxbridge,5.0,6.3
2155,1111,stable,Pleasant Nor th,York,5.1,6.5
2211,1251,stable,Hullett Central,Londesborough,5.0,6.3
2155,1162,improving,Regent Heights,Scarborough,5.1,6.4
2211,1296,stable,St Paul,Kitchener,5.0,6.3
2155,1191,stable,Joseph G ould,Uxbridge,5.1,6.4
2211,1332,stable,S ainte -Thérèse,Windsor,5.0,6.2
2155,1380,stable,St Angela Merici,Brampton,5.1,6.2
2211,1380,stable,Echo Bay Central Echo,Bay,5.0,6.2
2155,1380,stable,St Elizabeth,Etobicoke,5.1,6.2
2211,1436,stable,St Mar y's Deep,River,5.0,6.1
2155,1380,stable,West Humber,Toronto,5.1,6.2
2211,1469,improving,Beaumonde Heights,Etobicoke,5.0,6.1
2155,1407,improving,Tony Pontes,Caledon,5.1,6.1
2211,1524,improving,St Bernadette,Mississauga,5.0,6.0
2155,1421,stable,St Gabriel Lalemant Niagara,Falls,5.1,6.1
2211,1572,stable,S mithson,Kitchener,5.0,5.9
2155,1506,stable,B allantrae,Stouffville,5.1,6.0
2211,1586,stable,Hawthorne Village M,ilton,5.0,5.9
2155,1506,improving,Terr y Fox,Ajax,5.1,6.0
2211,1586,stable,McB ride Avenue M,ississauga,5.0,5.9
2155,1529,stable,G eorge Peck S c,arborough,5.1,6.0
2211,1650,stable,A ssumption St.,Catharines,5.0,5.8
2155,1536,improving,Aurora Heights,Aurora,5.1,6.0
2211,1662,stable,Marie of the Incarnation,Bradford,5.0,5.8
2155,1609,stable,B riargreen,Nepean,5.1,5.8
2211,1686,stable,Holy Family,Alliston,5.0,5.7
2155,1609,stable,St Andrew O,rangeville,5.1,5.8
2211,1743,stable,Holy Rosar y G,uelph,5.0,5.6
2155,1635,stable,Eagle Plains B,rampton,5.1,5.8
2211,1778,stable,Chippewa,London,5.0,5.6
2155,1635,improving,Saint-Joseph,Russell,5.1,5.8
2211,1780,stable,Dr F J McDonald,Ottawa,5.0,5.6
2155,1662,stable,Mar y vale S c,arborough,5.1,5.8
2211,1831,stable,St Andrew's St. Andrew's,West,5.0,5.5
2155,1676,stable,Walsh S,imcoe,5.1,5.7
2211,1853,stable,Christ the King Catholic,Wallaceburg,5.0,5.4
2155,1699,stable,Grandview Sault Ste.,Marie,5.1,5.7
2211,1862,improving,Central,Kingston,5.0,5.4
2155,1699,stable,Winona Stoney,Creek,5.1,5.7
2211,1865,stable,Meadow view,Addison,5.0,5.4
2155,1706,stable,G len Park Nor th,York,5.1,5.7
2211,1906,stable,Our Lady of Victor y For t,Erie,5.0,5.3
2155,1722,stable,Pope John Paul II,Barrie,5.1,5.7
2211,1910,stable,Gordon B Attersley,Oshawa,5.0,5.3
2155,1755,stable,Cardinal Newman B,rampton,5.1,5.6
2211,1951,stable,S aint-Paul,Plantagenet,5.0,5.2
2155,1811,stable,G oodfellow,Innisfil,5.1,5.5
2211,1965,stable,St Thomas More,Kingston,5.0,5.2
2155,1867,stable,East O ro,Hawkestone,5.1,5.4
2211,1983,stable,Cambridge,Embrun,5.0,5.2
2155,1876,stable,R ipley-Huron R,ipley,5.1,5.4
2211,2001,improving,Gabrielle-Roy,Gloucester,5.0,5.2
2155,1882,stable,Westfield,Tillsonburg,5.1,5.3
2211,2032,stable,St John Fisher,Brampton,5.0,5.1
2155,1910,stable,St Anthony's Kinc,ardine,5.1,5.3
2211,2070,stable,D enne,Newmarket,5.0,5.0
2155,1925,stable,Our Lady of Lourdes,Elmvale,5.1,5.3
2211,2075,stable,Lincoln Avenue,Ajax,5.0,5.0
2155,1951,stable,George Webster East,York,5.1,5.2
2211,2124,stable,Caledonia Centennial,Caledonia,5.0,4.9
2155,1965,stable,Plattsville,Plattsville,5.1,5.2
2211,2144,stable,Viscount Alexander,Cornwall,5.0,4.9
2155,1983,stable,Russell,Russell,5.1,5.2
2211,2146,stable,Pavillon des Jeunes Belle,Riviere,5.0,4.9
2155,1995,stable,St Maria Goretti,Brampton,5.1,5.2
2211,2175,stable,Forest Hill,Kitchener,5.0,4.8
2155,1995,stable,Tilbur y Area Tilbur,y,5.1,5.2
2211,2191,stable,Grand Valley Grand,Valley,5.0,4.8
2155,2008,stable,Har wich-R aleigh B,lenheim,5.1,5.2
2211,2196,stable,C D Howe Thunder,Bay,5.0,4.7
2155,2012,stable,B rigden B,rigden,5.1,5.1
2211,2213,stable,B rookside,Lucknow,5.0,4.7
2155,2073,stable,Princess Elizabeth,London,5.1,5.0
2211,2213,stable,Linwood,Linwood,5.0,4.7
2155,2075,stable,Our Lady of the Assumption,Toronto,5.1,5.0
2211,2252,stable,Mount Carmel Blytheswood,Leamington,5.0,4.6
2155,2092,stable,V K Greer Memorial,Utterson,5.1,5.0
2211,2260,declining,New Liskeard New,Liskeard,5.0,4.6
2155,2188,stable,Market Lane,Toronto,5.1,4.8
2211,2260,stable,R idgeview Moravian R,idgetown,5.0,4.6
2155,2196,stable,Palmerston,Palmerston,5.1,4.7
2211,2406,stable,Kings Road B,urlington,5.0,4.2
2155,2262,declining,Dixon Grove,Etobicoke,5.1,4.6
2211,n/a,n/a,R. H. Murray,Whitefish,5.0,n/a
2155,2284,stable,St D orothy,Toronto,5.1,4.6
2211,n/a,n/a,William G Miller,Scarborough,5.0,n/a
2155,2399,stable,St M ichael B,elleville,5.1,4.2
2258,561,stable,St Teresa of Avila,Hamilton,4.9,7.3
2155,2461,declining,St Patrick,Kapuskasing,5.1,4.0
2258,1011,stable,Our Lady of Grace,Toronto,4.9,6.6
2155,2472,stable,Macphail Memorial Flesher,ton,5.1,4.0
2258,1332,improving,St Mark the Evangelist,Whitby,4.9,6.2
2155,n/a,n/a,Eastdale Stoney,Creek,5.1,n/a
2258,1380,improving,Our Lady of Lourdes,Kingston,4.9,6.2
2155,n/a,n/a,Luc y Maud Montgomer y,Scarborough,5.1,n/a
2258,1464,improving,Elda-Rouleau,Alexandria,4.9,6.1
2155,n/a,n/a,Maple View North,Bay,5.1,n/a
2258,1515,stable,Rockwood,Pembroke,4.9,6.0
2155,n/a,n/a,Northern Lakes,Atikokan,5.1,n/a
2258,1536,improving,Gregor y Drive,Chatham,4.9,6.0
2155,n/a,n/a,Oakland-Scotland,Scotland,5.1,n/a
2258,1609,stable,Q ueen Vic toria,Toronto,4.9,5.8
2155,n/a,n/a,Our Lady of Sorrows Sturgeon,Falls,5.1,n/a
2258,1635,stable,K ane,Toronto,4.9,5.8
2155,n/a,n/a,Sainte-Marguerite-Bourgeoys,Merrickville,5.1,n/a
2258,1662,stable,Upper Thames M,itchell,4.9,5.8
2155,n/a,n/a,St John Red,Lake,5.1,n/a
2258,1800,improving,Plainville Gores,Landing,4.9,5.5
2155,n/a,n/a,St. Anne,Oshawa,5.1,n/a
2258,1847,stable,St Joseph,Toronto,4.9,5.4
2211,829,improving,Monseigneur Jean Noël,Windsor,5.0,6.9
2258,1853,stable,Kingsville,Kingsville,4.9,5.4
2211,1031,improving,Our Lady of Lourdes,Waterloo,5.0,6.6
2258,1876,improving,Bells Corners,Nepean,4.9,5.4
2211,1031,improving,St Mark,London,5.0,6.6
2258,1882,stable,Cashmere Avenue M,ississauga,4.9,5.3
2258,1910,stable,John Campbell,Windsor,4.9,5.3
2301,2699,declining,Central Avenue Elliot,Lake,4.8,2.3
2258,1941,stable,D. Roy Kennedy,Ottawa,4.9,5.3
2301,n/a,n/a,Highpoint,Dundalk,4.8,n/a
2258,1965,stable,Wyevale Central,Wyevale,4.9,5.2
2301,n/a,n/a,Hillcrest Central,Teeswater,4.8,n/a
2258,1973,stable,Nobel,Nobel,4.9,5.2
2301,n/a,n/a,St Catherine Catholic,Toronto,4.8,n/a
2258,2001,stable,Jean-Ethier-B lais S udbur,y,4.9,5.2
2301,n/a,n/a,ÉÉC Samuel-de-Champlain,Orillia,4.8,n/a
2258,2001,stable,St Jude's Vankleek,Hill,4.9,5.2
2337,1153,stable,Nouvel Horizon,Welland,4.7,6.4
2258,2028,stable,Monseigneur- de -Laval,Hamilton,4.9,5.1
2337,1296,improving,Pope John Paul II,Oakville,4.7,6.3
2258,2032,stable,c atholique S ainte -Anne O,ttawa,4.9,5.1
2337,1354,stable,Académie de la Moraine Richmond,Hill,4.7,6.2
2258,2054,stable,Elmbank,Etobicoke,4.9,5.0
2337,1452,stable,S econd Street,Etobicoke,4.7,6.1
2258,2098,stable,Alcona G len,Innisfil,4.9,4.9
2337,1557,stable,St. M ichael's D,unnville,4.7,5.9
2258,2098,stable,Holy Cross M,ississauga,4.9,4.9
2337,1572,stable,B owmore Road,Toronto,4.7,5.9
2258,2124,stable,Franco -S upérieur Thunder B,ay,4.9,4.9
2337,1650,improving,Sherwood,Oshawa,4.7,5.8
2258,2136,stable,McCaskill's M ills,Cannington,4.9,4.9
2337,1662,stable,Nor thumberland Hills,Castleton,4.7,5.8
2258,2152,stable,R awlinson,York,4.9,4.8
2337,1763,stable,St Patrick,Rockland,4.7,5.6
2258,2272,stable,St Mar y B,rampton,4.9,4.6
2337,1796,improving,Rockford Nor th,York,4.7,5.5
2258,2277,stable,Mar y Wright,Strathroy,4.9,4.6
2337,1811,stable,St Patrick B,rampton,4.7,5.5
2258,2285,stable,Dr Rober ta Bondar,Ajax,4.9,4.6
2337,1843,stable,Waverly,Oshawa,4.7,5.4
2258,2317,declining,Cleardale,London,4.9,4.5
2337,1853,stable,L'Équinoxe,Pembroke,4.7,5.4
2258,2374,stable,Mosa Central G,lencoe,4.9,4.3
2337,1882,stable,Truedell,Kingston,4.7,5.3
2258,2426,stable,B ranlyn B,rantford,4.9,4.1
2337,1925,improving,West Bayfield,Barrie,4.7,5.3
2258,2461,stable,Chester ville Chester,ville,4.9,4.0
2337,2019,stable,St B ernadette B,arrie,4.7,5.1
2258,2497,stable,Roger Neilson,Peterborough,4.9,3.9
2337,2039,stable,Collegiate Avenue Stoney,Creek,4.7,5.1
2258,2628,stable,Central,Cornwall,4.9,3.1
2337,2081,stable,St J ude,Toronto,4.7,5.0
2258,2665,declining,Lansdowne,Sudbury,4.9,2.8
2337,2124,stable,Park Dale B,elleville,4.7,4.9
2258,n/a,n/a,Dawn-Euphemia,Dresden,4.9,n/a
2337,2138,stable,Paisley Road G,uelph,4.7,4.9
2258,n/a,n/a,Elm Drive,Mississauga,4.9,n/a
2337,2142,stable,New Lowell Central New,Lowell,4.7,4.9
2258,n/a,n/a,Saint-Joseph Blind,River,4.9,n/a
2337,2152,stable,St Alber t,Toronto,4.7,4.8
2258,n/a,n/a,York Street,Ottawa,4.9,n/a
2337,2166,stable,Prince Charles,Newmarket,4.7,4.8
2301,1180,improving,James Grieve,Brampton,4.8,6.4
2337,2176,stable,J G Workman,Toronto,4.7,4.8
2301,1407,stable,Amabel-S auble S auble B,each,4.8,6.1
2337,2183,stable,Mohawk G ardens B,urlington,4.7,4.8
2301,1452,stable,King Edward,Toronto,4.8,6.1
2337,2185,stable,Holy Cross,Innisfil,4.7,4.8
2301,1499,stable,St Joachim B,rampton,4.8,6.0
2337,2205,stable,Beatrice Strong Por t,Hope,4.7,4.7
2301,1695,stable,Keatsway,Waterloo,4.8,5.7
2337,2221,stable,Hanover Heights,Hanover,4.7,4.7
2301,1706,stable,Church Street,Toronto,4.8,5.7
2337,2223,stable,Q ueen Vic toria B,elleville,4.7,4.7
2301,1706,improving,Teston Village,Maple,4.8,5.7
2337,2227,stable,Meadowbrook,Newmarket,4.7,4.7
2301,1722,stable,Our Lady of Fatima,Ottawa,4.8,5.7
2337,2234,stable,St Mar tin de Porres,Toronto,4.7,4.6
2301,1743,stable,St Anne B,lenheim,4.8,5.6
2337,2262,stable,O nondaga-B rant B,rantford,4.7,4.6
2301,1753,stable,St D unstan,Toronto,4.8,5.6
2337,2311,stable,Frankford,Frankford,4.7,4.5
2301,1796,stable,St Lawrence's,Hamilton,4.8,5.5
2337,2335,declining,Marie-Curie,Ottawa,4.7,4.4
2301,1803,stable,B ayside B,elleville,4.8,5.5
2337,2369,stable,Andrew Hunter B,arrie,4.7,4.3
2301,1842,stable,Preston,Cambridge,4.8,5.5
2337,2369,stable,Our Lady of Victor y,Toronto,4.7,4.3
2301,1862,stable,English Central New,Liskeard,4.8,5.4
2337,2448,stable,Har wood,York,4.7,4.0
2301,1951,improving,Lombardy,Lombardy,4.8,5.2
2337,2457,stable,Immac ulate Conception,Toronto,4.7,4.0
2301,1965,stable,St Kevin B,rampton,4.8,5.2
2337,2457,stable,S ainte -Ursule McG,regor,4.7,4.0
2301,1983,stable,Albion Heights,Etobicoke,4.8,5.2
2337,2461,stable,Pine G len,Huntsville,4.7,4.0
2301,2081,stable,Leslie Frost,Lindsay,4.8,5.0
2337,2477,stable,Huntington Park,Hamilton,4.7,4.0
2301,2092,stable,O ttawa Crescent G,uelph,4.8,5.0
2337,2489,stable,Manchester,Cambridge,4.7,3.9
2301,2152,stable,D unwich-D utton D,utton,4.8,4.8
2337,2561,stable,Kinghurst,Chesley,4.7,3.6
